FECHA_MUESTRA,TIPO,UBICACION,GENERO,GRUPO_ETARIO,N
08JAN2021:00:00:00,positivos,Ezeiza,F,50-59,1
08JAN2021:00:00:00,positivos,Ezeiza,F,60-69,2
08JAN2021:00:00:00,positivos,Ezeiza,M,20-29,6
10JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,233
10JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,222
10JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,131
10JAN2021:00:00:00,testeos,Costa Salguero,M,60-69,69
10JAN2021:00:00:00,testeos,Costa Salguero,M,70-79,20
10JAN2021:00:00:00,testeos,Costa Salguero,M,80 y más,3
10JAN2021:00:00:00,testeos,Edificio Munich,F,0-19,50
10JAN2021:00:00:00,testeos,Edificio Munich,F,20-29,145
10JAN2021:00:00:00,testeos,Edificio Munich,F,30-39,171
10JAN2021:00:00:00,testeos,Edificio Munich,F,40-49,114
10JAN2021:00:00:00,testeos,Edificio Munich,F,50-59,60
10JAN2021:00:00:00,testeos,Edificio Munich,F,60-69,29
10JAN2021:00:00:00,testeos,Edificio Munich,F,70-79,15
10JAN2021:00:00:00,testeos,Edificio Munich,F,80 y más,2
10JAN2021:00:00:00,testeos,Edificio Munich,M,0-19,48
10JAN2021:00:00:00,testeos,Edificio Munich,M,20-29,96
10JAN2021:00:00:00,testeos,Edificio Munich,M,30-39,146
10JAN2021:00:00:00,testeos,Edificio Munich,M,40-49,105
10JAN2021:00:00:00,testeos,Edificio Munich,M,50-59,65
10JAN2021:00:00:00,testeos,Edificio Munich,M,60-69,39
10JAN2021:00:00:00,testeos,Edificio Munich,M,70-79,16
10JAN2021:00:00:00,testeos,Edificio Munich,M,80 y más,2
10JAN2021:00:00:00,testeos,Ezeiza,F,0-19,60
10JAN2021:00:00:00,testeos,Ezeiza,F,20-29,534
10JAN2021:00:00:00,testeos,Ezeiza,F,30-39,411
10JAN2021:00:00:00,testeos,Ezeiza,F,40-49,148
10JAN2021:00:00:00,testeos,Ezeiza,F,50-59,92
10JAN2021:00:00:00,testeos,Ezeiza,F,60-69,55
10JAN2021:00:00:00,testeos,Ezeiza,F,70-79,18
10JAN2021:00:00:00,testeos,Ezeiza,F,80 y más,3
10JAN2021:00:00:00,testeos,Ezeiza,M,0-19,56
10JAN2021:00:00:00,testeos,Ezeiza,M,20-29,358
10JAN2021:00:00:00,testeos,Ezeiza,M,30-39,342
10JAN2021:00:00:00,testeos,Ezeiza,M,40-49,144
10JAN2021:00:00:00,testeos,Ezeiza,M,50-59,83
10JAN2021:00:00:00,testeos,Ezeiza,M,60-69,34
10JAN2021:00:00:00,testeos,Ezeiza,M,70-79,18
10JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,2
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,31
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,181
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,145
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,87
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,62
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,30
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,26
10JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,5
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,35
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,163
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,118
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,61
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,28
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,23
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,11
10JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,3
10JAN2021:00:00:00,positivos,Callao | USAM,F,0-19,1
10JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,1
10JAN2021:00:00:00,positivos,Callao | USAM,F,30-39,2
10JAN2021:00:00:00,positivos,Callao | USAM,F,40-49,1
10JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,4
10JAN2021:00:00:00,positivos,Callao | USAM,M,30-39,5
10JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,3
10JAN2021:00:00:00,positivos,Callao | USAM,M,50-59,2
10JAN2021:00:00:00,positivos,CEC,F,0-19,1
10JAN2021:00:00:00,positivos,CEC,F,20-29,5
10JAN2021:00:00:00,positivos,CEC,F,40-49,1
10JAN2021:00:00:00,positivos,CEC,F,50-59,1
10JAN2021:00:00:00,positivos,CEC,M,0-19,1
10JAN2021:00:00:00,positivos,CEC,M,20-29,5
10JAN2021:00:00:00,positivos,CEC,M,30-39,3
10JAN2021:00:00:00,positivos,CEC,M,50-59,1
10JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,7
10JAN2021:00:00:00,positivos,Costa Salguero,F,30-39,1
10JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,1
10JAN2021:00:00:00,positivos,Costa Salguero,F,50-59,1
10JAN2021:00:00:00,positivos,Costa Salguero,F,70-79,1
10JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,4
10JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,9
10JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,2
10JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,1
10JAN2021:00:00:00,positivos,Edificio Munich,F,0-19,1
10JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,5
10JAN2021:00:00:00,positivos,Edificio Munich,F,30-39,1
10JAN2021:00:00:00,positivos,Edificio Munich,F,50-59,1
10JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,3
10JAN2021:00:00:00,positivos,Edificio Munich,M,40-49,1
10JAN2021:00:00:00,positivos,Edificio Munich,M,70-79,1
10JAN2021:00:00:00,positivos,Ezeiza,F,0-19,2
10JAN2021:00:00:00,positivos,Ezeiza,F,20-29,47
10JAN2021:00:00:00,positivos,Ezeiza,F,30-39,6
10JAN2021:00:00:00,positivos,Ezeiza,F,40-49,2
10JAN2021:00:00:00,positivos,Ezeiza,F,50-59,1
10JAN2021:00:00:00,positivos,Ezeiza,F,60-69,2
10JAN2021:00:00:00,positivos,Ezeiza,M,0-19,1
10JAN2021:00:00:00,positivos,Ezeiza,M,20-29,39
10JAN2021:00:00:00,positivos,Ezeiza,M,30-39,3
10JAN2021:00:00:00,positivos,Ezeiza,M,40-49,5
10JAN2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,1
10JAN2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,3
10JAN2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,2
10JAN2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,4
10JAN2021:00:00:00,positivos,Terminal Dellepiane,F,70-79,2
10JAN2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,4
10JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,4
10JAN2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,2
11JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,28
11JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,81
11JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,97
11JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,68
11JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,39
11JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,30
11JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,7
11JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,22
11JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,67
11JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,72
11JAN2021:00:00:00,testeos,Callao | USAM,M,40-49,41
11JAN2021:00:00:00,testeos,Callao | USAM,M,50-59,37
11JAN2021:00:00:00,testeos,Callao | USAM,M,60-69,23
11JAN2021:00:00:00,testeos,Callao | USAM,M,70-79,9
11JAN2021:00:00:00,testeos,Callao | USAM,M,80 y más,2
11JAN2021:00:00:00,testeos,CEC,F,20-29,3
11JAN2021:00:00:00,testeos,CEC,F,30-39,5
11JAN2021:00:00:00,testeos,CEC,F,40-49,5
11JAN2021:00:00:00,testeos,CEC,F,50-59,1
11JAN2021:00:00:00,testeos,CEC,F,60-69,2
11JAN2021:00:00:00,testeos,CEC,F,70-79,1
11JAN2021:00:00:00,testeos,CEC,M,0-19,2
11JAN2021:00:00:00,testeos,CEC,M,20-29,8
11JAN2021:00:00:00,testeos,CEC,M,30-39,1
11JAN2021:00:00:00,testeos,CEC,M,40-49,7
11JAN2021:00:00:00,testeos,CEC,M,50-59,5
11JAN2021:00:00:00,testeos,CEC,M,60-69,1
11JAN2021:00:00:00,testeos,CEC,M,70-79,1
11JAN2021:00:00:00,testeos,Costa Salguero,F,0-19,161
11JAN2021:00:00:00,testeos,Costa Salguero,F,20-29,315
11JAN2021:00:00:00,testeos,Costa Salguero,F,30-39,302
11JAN2021:00:00:00,testeos,Costa Salguero,F,40-49,262
11JAN2021:00:00:00,testeos,Costa Salguero,F,50-59,143
11JAN2021:00:00:00,testeos,Costa Salguero,F,60-69,94
11JAN2021:00:00:00,testeos,Costa Salguero,F,70-79,27
11JAN2021:00:00:00,testeos,Costa Salguero,F,80 y más,8
11JAN2021:00:00:00,testeos,Costa Salguero,M,0-19,132
11JAN2021:00:00:00,testeos,Costa Salguero,M,20-29,287
11JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,287
11JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,282
11JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,175
11JAN2021:00:00:00,testeos,Costa Salguero,M,60-69,103
11JAN2021:00:00:00,testeos,Costa Salguero,M,70-79,50
11JAN2021:00:00:00,testeos,Costa Salguero,M,80 y más,7
11JAN2021:00:00:00,testeos,Edificio Munich,F,0-19,43
11JAN2021:00:00:00,testeos,Edificio Munich,F,20-29,135
11JAN2021:00:00:00,testeos,Edificio Munich,F,30-39,161
11JAN2021:00:00:00,testeos,Edificio Munich,F,40-49,101
11JAN2021:00:00:00,testeos,Edificio Munich,F,50-59,64
11JAN2021:00:00:00,testeos,Edificio Munich,F,60-69,40
11JAN2021:00:00:00,testeos,Edificio Munich,F,70-79,12
11JAN2021:00:00:00,testeos,Edificio Munich,F,80 y más,3
11JAN2021:00:00:00,testeos,Edificio Munich,M,0-19,38
11JAN2021:00:00:00,testeos,Edificio Munich,M,20-29,135
11JAN2021:00:00:00,testeos,Edificio Munich,M,30-39,164
11JAN2021:00:00:00,testeos,Edificio Munich,M,40-49,115
11JAN2021:00:00:00,testeos,Edificio Munich,M,50-59,59
11JAN2021:00:00:00,testeos,Edificio Munich,M,60-69,41
11JAN2021:00:00:00,testeos,Edificio Munich,M,70-79,12
11JAN2021:00:00:00,testeos,Edificio Munich,M,80 y más,1
11JAN2021:00:00:00,testeos,Ezeiza,F,0-19,57
11JAN2021:00:00:00,testeos,Ezeiza,F,20-29,338
11JAN2021:00:00:00,testeos,Ezeiza,F,30-39,285
11JAN2021:00:00:00,testeos,Ezeiza,F,40-49,138
11JAN2021:00:00:00,testeos,Ezeiza,F,50-59,104
11JAN2021:00:00:00,testeos,Ezeiza,F,60-69,58
11JAN2021:00:00:00,testeos,Ezeiza,F,70-79,24
11JAN2021:00:00:00,testeos,Ezeiza,F,80 y más,3
11JAN2021:00:00:00,testeos,Ezeiza,M,0-19,58
11JAN2021:00:00:00,testeos,Ezeiza,M,20-29,221
11JAN2021:00:00:00,testeos,Ezeiza,M,30-39,274
11JAN2021:00:00:00,testeos,Ezeiza,M,40-49,138
11JAN2021:00:00:00,testeos,Ezeiza,M,50-59,72
11JAN2021:00:00:00,testeos,Ezeiza,M,60-69,38
11JAN2021:00:00:00,testeos,Ezeiza,M,70-79,10
11JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,4
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,47
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,267
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,212
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,103
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,81
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,59
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,16
11JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,6
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,34
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,192
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,148
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,95
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,54
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,29
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,8
11JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,2
11JAN2021:00:00:00,positivos,Callao | USAM,F,0-19,2
11JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,1
11JAN2021:00:00:00,positivos,Callao | USAM,F,30-39,3
11JAN2021:00:00:00,positivos,Callao | USAM,M,0-19,1
11JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,6
11JAN2021:00:00:00,positivos,Callao | USAM,M,30-39,2
11JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,1
11JAN2021:00:00:00,positivos,Costa Salguero,F,0-19,5
11JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,7
11JAN2021:00:00:00,positivos,Costa Salguero,F,30-39,6
11JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,3
11JAN2021:00:00:00,positivos,Costa Salguero,F,50-59,1
11JAN2021:00:00:00,positivos,Costa Salguero,F,60-69,3
11JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,9
11JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,18
11JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,8
11JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,8
11JAN2021:00:00:00,positivos,Costa Salguero,M,50-59,5
11JAN2021:00:00:00,positivos,Costa Salguero,M,60-69,1
11JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,8
11JAN2021:00:00:00,positivos,Edificio Munich,F,30-39,4
11JAN2021:00:00:00,positivos,Edificio Munich,F,50-59,1
11JAN2021:00:00:00,positivos,Edificio Munich,F,60-69,1
11JAN2021:00:00:00,positivos,Edificio Munich,M,0-19,2
11JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,3
11JAN2021:00:00:00,positivos,Edificio Munich,M,30-39,4
11JAN2021:00:00:00,positivos,Edificio Munich,M,50-59,2
11JAN2021:00:00:00,positivos,Edificio Munich,M,60-69,1
11JAN2021:00:00:00,positivos,Ezeiza,F,0-19,1
11JAN2021:00:00:00,positivos,Ezeiza,F,20-29,24
11JAN2021:00:00:00,positivos,Ezeiza,F,30-39,1
11JAN2021:00:00:00,positivos,Ezeiza,F,40-49,2
11JAN2021:00:00:00,positivos,Ezeiza,F,50-59,1
11JAN2021:00:00:00,positivos,Ezeiza,F,60-69,1
11JAN2021:00:00:00,positivos,Ezeiza,M,20-29,16
11JAN2021:00:00:00,positivos,Ezeiza,M,30-39,2
11JAN2021:00:00:00,positivos,Ezeiza,M,40-49,1
11JAN2021:00:00:00,positivos,Ezeiza,M,50-59,2
11JAN2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,10
11JAN2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,4
11JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
11JAN2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,2
12JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,34
12JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,99
12JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,83
12JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,62
12JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,51
12JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,27
12JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,15
12JAN2021:00:00:00,testeos,Callao | USAM,F,80 y más,2
12JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,25
12JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,65
12JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,79
12JAN2021:00:00:00,testeos,Callao | USAM,M,40-49,61
12JAN2021:00:00:00,testeos,Callao | USAM,M,50-59,44
12JAN2021:00:00:00,testeos,Callao | USAM,M,60-69,32
12JAN2021:00:00:00,testeos,Callao | USAM,M,70-79,10
12JAN2021:00:00:00,testeos,Callao | USAM,M,80 y más,3
12JAN2021:00:00:00,testeos,CEC,F,0-19,10
12JAN2021:00:00:00,testeos,CEC,F,20-29,26
12JAN2021:00:00:00,testeos,CEC,F,30-39,25
12JAN2021:00:00:00,testeos,CEC,F,40-49,26
12JAN2021:00:00:00,testeos,CEC,F,50-59,26
12JAN2021:00:00:00,testeos,CEC,F,60-69,14
12JAN2021:00:00:00,testeos,CEC,F,70-79,9
12JAN2021:00:00:00,testeos,CEC,F,80 y más,2
12JAN2021:00:00:00,testeos,CEC,M,0-19,12
12JAN2021:00:00:00,testeos,CEC,M,20-29,32
12JAN2021:00:00:00,testeos,CEC,M,30-39,30
12JAN2021:00:00:00,testeos,CEC,M,40-49,27
12JAN2021:00:00:00,testeos,CEC,M,50-59,18
12JAN2021:00:00:00,testeos,CEC,M,60-69,17
12JAN2021:00:00:00,testeos,CEC,M,70-79,8
12JAN2021:00:00:00,testeos,CEC,M,80 y más,2
12JAN2021:00:00:00,testeos,Costa Salguero,F,0-19,116
12JAN2021:00:00:00,testeos,Costa Salguero,F,20-29,209
12JAN2021:00:00:00,testeos,Costa Salguero,F,30-39,257
12JAN2021:00:00:00,testeos,Costa Salguero,F,40-49,173
12JAN2021:00:00:00,testeos,Costa Salguero,F,50-59,151
12JAN2021:00:00:00,testeos,Costa Salguero,F,60-69,68
12JAN2021:00:00:00,testeos,Costa Salguero,F,70-79,29
12JAN2021:00:00:00,testeos,Costa Salguero,F,80 y más,9
12JAN2021:00:00:00,testeos,Costa Salguero,M,0-19,106
12JAN2021:00:00:00,testeos,Costa Salguero,M,20-29,219
12JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,243
12JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,195
12JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,167
08JAN2021:00:00:00,positivos,Ezeiza,M,30-39,1
08JAN2021:00:00:00,positivos,Ezeiza,M,40-49,1
08JAN2021:00:00:00,positivos,Ezeiza,M,50-59,1
08JAN2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
08JAN2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,2
08JAN2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,3
08JAN2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,1
08JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
08JAN2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,2
08JAN2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,3
08JAN2021:00:00:00,positivos,Terminal Dellepiane,M,50-59,1
09JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,33
09JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,46
09JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,67
09JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,42
09JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,47
09JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,34
09JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,10
09JAN2021:00:00:00,testeos,Callao | USAM,F,80 y más,4
09JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,23
09JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,44
09JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,53
09JAN2021:00:00:00,testeos,Callao | USAM,M,40-49,46
09JAN2021:00:00:00,testeos,Callao | USAM,M,50-59,31
09JAN2021:00:00:00,testeos,Callao | USAM,M,60-69,24
09JAN2021:00:00:00,testeos,Callao | USAM,M,70-79,11
09JAN2021:00:00:00,testeos,Callao | USAM,M,80 y más,2
09JAN2021:00:00:00,testeos,CEC,F,0-19,31
09JAN2021:00:00:00,testeos,CEC,F,20-29,54
09JAN2021:00:00:00,testeos,CEC,F,30-39,69
09JAN2021:00:00:00,testeos,CEC,F,40-49,46
09JAN2021:00:00:00,testeos,CEC,F,50-59,44
09JAN2021:00:00:00,testeos,CEC,F,60-69,28
09JAN2021:00:00:00,testeos,CEC,F,70-79,13
09JAN2021:00:00:00,testeos,CEC,F,80 y más,5
09JAN2021:00:00:00,testeos,CEC,M,0-19,33
09JAN2021:00:00:00,testeos,CEC,M,20-29,76
09JAN2021:00:00:00,testeos,CEC,M,30-39,70
09JAN2021:00:00:00,testeos,CEC,M,40-49,56
09JAN2021:00:00:00,testeos,CEC,M,50-59,35
09JAN2021:00:00:00,testeos,CEC,M,60-69,30
09JAN2021:00:00:00,testeos,CEC,M,70-79,15
09JAN2021:00:00:00,testeos,CEC,M,80 y más,4
09JAN2021:00:00:00,testeos,Costa Salguero,F,0-19,96
09JAN2021:00:00:00,testeos,Costa Salguero,F,20-29,179
09JAN2021:00:00:00,testeos,Costa Salguero,F,30-39,247
09JAN2021:00:00:00,testeos,Costa Salguero,F,40-49,175
09JAN2021:00:00:00,testeos,Costa Salguero,F,50-59,107
09JAN2021:00:00:00,testeos,Costa Salguero,F,60-69,71
09JAN2021:00:00:00,testeos,Costa Salguero,F,70-79,33
09JAN2021:00:00:00,testeos,Costa Salguero,F,80 y más,4
09JAN2021:00:00:00,testeos,Costa Salguero,M,0-19,90
09JAN2021:00:00:00,testeos,Costa Salguero,M,20-29,115
09JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,198
09JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,188
09JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,118
09JAN2021:00:00:00,testeos,Costa Salguero,M,60-69,61
09JAN2021:00:00:00,testeos,Costa Salguero,M,70-79,31
09JAN2021:00:00:00,testeos,Costa Salguero,M,80 y más,5
09JAN2021:00:00:00,testeos,Edificio Munich,F,0-19,47
09JAN2021:00:00:00,testeos,Edificio Munich,F,20-29,124
09JAN2021:00:00:00,testeos,Edificio Munich,F,30-39,154
09JAN2021:00:00:00,testeos,Edificio Munich,F,40-49,117
09JAN2021:00:00:00,testeos,Edificio Munich,F,50-59,68
09JAN2021:00:00:00,testeos,Edificio Munich,F,60-69,33
09JAN2021:00:00:00,testeos,Edificio Munich,F,70-79,12
09JAN2021:00:00:00,testeos,Edificio Munich,F,80 y más,8
09JAN2021:00:00:00,testeos,Edificio Munich,M,0-19,33
09JAN2021:00:00:00,testeos,Edificio Munich,M,20-29,92
09JAN2021:00:00:00,testeos,Edificio Munich,M,30-39,147
09JAN2021:00:00:00,testeos,Edificio Munich,M,40-49,105
09JAN2021:00:00:00,testeos,Edificio Munich,M,50-59,59
09JAN2021:00:00:00,testeos,Edificio Munich,M,60-69,38
09JAN2021:00:00:00,testeos,Edificio Munich,M,70-79,16
09JAN2021:00:00:00,testeos,Edificio Munich,M,80 y más,2
09JAN2021:00:00:00,testeos,Ezeiza,F,0-19,74
09JAN2021:00:00:00,testeos,Ezeiza,F,20-29,377
09JAN2021:00:00:00,testeos,Ezeiza,F,30-39,334
09JAN2021:00:00:00,testeos,Ezeiza,F,40-49,167
09JAN2021:00:00:00,testeos,Ezeiza,F,50-59,101
09JAN2021:00:00:00,testeos,Ezeiza,F,60-69,64
09JAN2021:00:00:00,testeos,Ezeiza,F,70-79,20
09JAN2021:00:00:00,testeos,Ezeiza,F,80 y más,1
09JAN2021:00:00:00,testeos,Ezeiza,M,0-19,45
09JAN2021:00:00:00,testeos,Ezeiza,M,20-29,280
09JAN2021:00:00:00,testeos,Ezeiza,M,30-39,320
09JAN2021:00:00:00,testeos,Ezeiza,M,40-49,122
09JAN2021:00:00:00,testeos,Ezeiza,M,50-59,75
09JAN2021:00:00:00,testeos,Ezeiza,M,60-69,42
09JAN2021:00:00:00,testeos,Ezeiza,M,70-79,9
09JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,3
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,46
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,159
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,159
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,101
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,65
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,47
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,20
09JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,11
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,40
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,147
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,117
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,74
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,39
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,13
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,9
09JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
09JAN2021:00:00:00,positivos,Callao | USAM,F,0-19,1
09JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,3
09JAN2021:00:00:00,positivos,Callao | USAM,F,50-59,3
09JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,1
09JAN2021:00:00:00,positivos,Callao | USAM,M,30-39,4
09JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,1
09JAN2021:00:00:00,positivos,CEC,F,0-19,1
09JAN2021:00:00:00,positivos,CEC,F,20-29,5
09JAN2021:00:00:00,positivos,CEC,F,50-59,2
09JAN2021:00:00:00,positivos,CEC,M,0-19,1
09JAN2021:00:00:00,positivos,CEC,M,20-29,12
09JAN2021:00:00:00,positivos,CEC,M,40-49,2
09JAN2021:00:00:00,positivos,CEC,M,50-59,3
09JAN2021:00:00:00,positivos,CEC,M,60-69,1
09JAN2021:00:00:00,positivos,Costa Salguero,F,0-19,1
09JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,3
09JAN2021:00:00:00,positivos,Costa Salguero,F,30-39,5
09JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,2
09JAN2021:00:00:00,positivos,Costa Salguero,F,50-59,1
09JAN2021:00:00:00,positivos,Costa Salguero,F,60-69,1
09JAN2021:00:00:00,positivos,Costa Salguero,F,70-79,1
09JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,5
09JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,1
09JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,1
09JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,2
09JAN2021:00:00:00,positivos,Costa Salguero,M,50-59,1
09JAN2021:00:00:00,positivos,Costa Salguero,M,60-69,1
09JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,5
09JAN2021:00:00:00,positivos,Edificio Munich,F,30-39,6
09JAN2021:00:00:00,positivos,Edificio Munich,F,50-59,1
09JAN2021:00:00:00,positivos,Edificio Munich,F,60-69,1
09JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,7
