FECHA_MUESTRA,TIPO,UBICACION,GENERO,GRUPO_ETARIO,N
24FEB2021:00:00:00,positivos,Costa Salguero,F,80 y más,1
24FEB2021:00:00:00,positivos,Costa Salguero,M,0-19,3
24FEB2021:00:00:00,positivos,Costa Salguero,M,20-29,5
24FEB2021:00:00:00,positivos,Costa Salguero,M,30-39,11
24FEB2021:00:00:00,positivos,Costa Salguero,M,40-49,6
24FEB2021:00:00:00,positivos,Costa Salguero,M,50-59,4
24FEB2021:00:00:00,positivos,Costa Salguero,M,60-69,4
24FEB2021:00:00:00,positivos,Edificio Munich,F,20-29,4
24FEB2021:00:00:00,positivos,Edificio Munich,F,30-39,1
24FEB2021:00:00:00,positivos,Edificio Munich,F,40-49,1
24FEB2021:00:00:00,positivos,Edificio Munich,M,30-39,1
24FEB2021:00:00:00,positivos,Edificio Munich,M,40-49,4
24FEB2021:00:00:00,positivos,Edificio Munich,M,50-59,1
24FEB2021:00:00:00,positivos,Edificio Munich,M,60-69,1
24FEB2021:00:00:00,positivos,Edificio Munich,M,70-79,1
24FEB2021:00:00:00,positivos,Ezeiza,F,0-19,1
24FEB2021:00:00:00,positivos,Ezeiza,F,20-29,1
24FEB2021:00:00:00,positivos,Ezeiza,M,30-39,1
24FEB2021:00:00:00,positivos,Ezeiza,M,40-49,1
24FEB2021:00:00:00,positivos,La Rural,F,20-29,2
24FEB2021:00:00:00,positivos,La Rural,F,30-39,5
24FEB2021:00:00:00,positivos,La Rural,F,40-49,1
24FEB2021:00:00:00,positivos,La Rural,F,50-59,4
24FEB2021:00:00:00,positivos,La Rural,F,60-69,2
24FEB2021:00:00:00,positivos,La Rural,F,70-79,1
24FEB2021:00:00:00,positivos,La Rural,M,0-19,1
24FEB2021:00:00:00,positivos,La Rural,M,20-29,1
24FEB2021:00:00:00,positivos,La Rural,M,30-39,4
24FEB2021:00:00:00,positivos,La Rural,M,40-49,2
24FEB2021:00:00:00,positivos,La Rural,M,60-69,3
24FEB2021:00:00:00,positivos,La Rural,M,70-79,1
24FEB2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,4
24FEB2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,4
24FEB2021:00:00:00,positivos,Terminal Dellepiane,F,50-59,1
24FEB2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,1
24FEB2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,2
24FEB2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,2
25FEB2021:00:00:00,testeos,Callao | USAM,F,0-19,28
25FEB2021:00:00:00,testeos,Callao | USAM,F,20-29,119
25FEB2021:00:00:00,testeos,Callao | USAM,F,30-39,114
25FEB2021:00:00:00,testeos,Callao | USAM,F,40-49,63
25FEB2021:00:00:00,testeos,Callao | USAM,F,50-59,51
25FEB2021:00:00:00,testeos,Callao | USAM,F,60-69,43
25FEB2021:00:00:00,testeos,Callao | USAM,F,70-79,11
25FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,21
25FEB2021:00:00:00,testeos,Callao | USAM,M,20-29,86
25FEB2021:00:00:00,testeos,Callao | USAM,M,30-39,72
25FEB2021:00:00:00,testeos,Callao | USAM,M,40-49,63
25FEB2021:00:00:00,testeos,Callao | USAM,M,50-59,42
25FEB2021:00:00:00,testeos,Callao | USAM,M,60-69,28
25FEB2021:00:00:00,testeos,Callao | USAM,M,70-79,12
25FEB2021:00:00:00,testeos,Costa Salguero,F,0-19,113
25FEB2021:00:00:00,testeos,Costa Salguero,F,20-29,207
25FEB2021:00:00:00,testeos,Costa Salguero,F,30-39,243
25FEB2021:00:00:00,testeos,Costa Salguero,F,40-49,198
25FEB2021:00:00:00,testeos,Costa Salguero,F,50-59,155
25FEB2021:00:00:00,testeos,Costa Salguero,F,60-69,135
25FEB2021:00:00:00,testeos,Costa Salguero,F,70-79,56
25FEB2021:00:00:00,testeos,Costa Salguero,F,80 y más,20
25FEB2021:00:00:00,testeos,Costa Salguero,M,0-19,90
25FEB2021:00:00:00,testeos,Costa Salguero,M,20-29,186
25FEB2021:00:00:00,testeos,Costa Salguero,M,30-39,278
25FEB2021:00:00:00,testeos,Costa Salguero,M,40-49,257
25FEB2021:00:00:00,testeos,Costa Salguero,M,50-59,148
25FEB2021:00:00:00,testeos,Costa Salguero,M,60-69,130
25FEB2021:00:00:00,testeos,Costa Salguero,M,70-79,69
25FEB2021:00:00:00,testeos,Costa Salguero,M,80 y más,15
25FEB2021:00:00:00,testeos,Edificio Munich,F,0-19,32
25FEB2021:00:00:00,testeos,Edificio Munich,F,20-29,69
25FEB2021:00:00:00,testeos,Edificio Munich,F,30-39,79
25FEB2021:00:00:00,testeos,Edificio Munich,F,40-49,44
25FEB2021:00:00:00,testeos,Edificio Munich,F,50-59,25
25FEB2021:00:00:00,testeos,Edificio Munich,F,60-69,32
25FEB2021:00:00:00,testeos,Edificio Munich,F,70-79,11
25FEB2021:00:00:00,testeos,Edificio Munich,M,0-19,10
25FEB2021:00:00:00,testeos,Edificio Munich,M,20-29,59
25FEB2021:00:00:00,testeos,Edificio Munich,M,30-39,75
25FEB2021:00:00:00,testeos,Edificio Munich,M,40-49,53
25FEB2021:00:00:00,testeos,Edificio Munich,M,50-59,33
25FEB2021:00:00:00,testeos,Edificio Munich,M,60-69,26
25FEB2021:00:00:00,testeos,Edificio Munich,M,70-79,15
25FEB2021:00:00:00,testeos,Edificio Munich,M,80 y más,1
25FEB2021:00:00:00,testeos,Ezeiza,F,0-19,78
25FEB2021:00:00:00,testeos,Ezeiza,F,20-29,298
25FEB2021:00:00:00,testeos,Ezeiza,F,30-39,273
25FEB2021:00:00:00,testeos,Ezeiza,F,40-49,124
25FEB2021:00:00:00,testeos,Ezeiza,F,50-59,123
25FEB2021:00:00:00,testeos,Ezeiza,F,60-69,59
25FEB2021:00:00:00,testeos,Ezeiza,F,70-79,19
25FEB2021:00:00:00,testeos,Ezeiza,F,80 y más,4
25FEB2021:00:00:00,testeos,Ezeiza,M,0-19,46
25FEB2021:00:00:00,testeos,Ezeiza,M,20-29,216
25FEB2021:00:00:00,testeos,Ezeiza,M,30-39,240
25FEB2021:00:00:00,testeos,Ezeiza,M,40-49,130
25FEB2021:00:00:00,testeos,Ezeiza,M,50-59,103
25FEB2021:00:00:00,testeos,Ezeiza,M,60-69,53
25FEB2021:00:00:00,testeos,Ezeiza,M,70-79,19
25FEB2021:00:00:00,testeos,Ezeiza,M,80 y más,3
25FEB2021:00:00:00,testeos,La Rural,F,0-19,44
25FEB2021:00:00:00,testeos,La Rural,F,20-29,93
25FEB2021:00:00:00,testeos,La Rural,F,30-39,86
25FEB2021:00:00:00,testeos,La Rural,F,40-49,57
25FEB2021:00:00:00,testeos,La Rural,F,50-59,44
25FEB2021:00:00:00,testeos,La Rural,F,60-69,32
25FEB2021:00:00:00,testeos,La Rural,F,70-79,16
25FEB2021:00:00:00,testeos,La Rural,F,80 y más,3
25FEB2021:00:00:00,testeos,La Rural,M,0-19,20
25FEB2021:00:00:00,testeos,La Rural,M,20-29,86
25FEB2021:00:00:00,testeos,La Rural,M,30-39,110
25FEB2021:00:00:00,testeos,La Rural,M,40-49,71
25FEB2021:00:00:00,testeos,La Rural,M,50-59,55
25FEB2021:00:00:00,testeos,La Rural,M,60-69,36
25FEB2021:00:00:00,testeos,La Rural,M,70-79,18
25FEB2021:00:00:00,testeos,La Rural,M,80 y más,2
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,62
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,161
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,116
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,80
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,69
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,60
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,29
25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,7
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,36
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,134
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,101
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,69
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,46
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,33
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,21
25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,4
25FEB2021:00:00:00,positivos,Callao | USAM,F,0-19,2
25FEB2021:00:00:00,positivos,Callao | USAM,F,20-29,2
25FEB2021:00:00:00,positivos,Callao | USAM,F,30-39,2
25FEB2021:00:00:00,positivos,Callao | USAM,F,40-49,2
25FEB2021:00:00:00,positivos,Callao | USAM,M,20-29,5
25FEB2021:00:00:00,positivos,Callao | USAM,M,30-39,2
25FEB2021:00:00:00,positivos,Costa Salguero,F,0-19,2
25FEB2021:00:00:00,positivos,Costa Salguero,F,20-29,2
25FEB2021:00:00:00,positivos,Costa Salguero,F,30-39,6
25FEB2021:00:00:00,positivos,Costa Salguero,F,40-49,4
25FEB2021:00:00:00,positivos,Costa Salguero,F,50-59,1
25FEB2021:00:00:00,positivos,Costa Salguero,F,70-79,1
25FEB2021:00:00:00,positivos,Costa Salguero,M,0-19,2
25FEB2021:00:00:00,positivos,Costa Salguero,M,20-29,6
25FEB2021:00:00:00,positivos,Costa Salguero,M,30-39,4
25FEB2021:00:00:00,positivos,Costa Salguero,M,40-49,5
25FEB2021:00:00:00,positivos,Costa Salguero,M,50-59,6
25FEB2021:00:00:00,positivos,Costa Salguero,M,60-69,2
25FEB2021:00:00:00,positivos,Costa Salguero,M,70-79,2
25FEB2021:00:00:00,positivos,Edificio Munich,F,0-19,1
25FEB2021:00:00:00,positivos,Edificio Munich,F,20-29,2
25FEB2021:00:00:00,positivos,Edificio Munich,F,30-39,1
25FEB2021:00:00:00,positivos,Edificio Munich,M,30-39,1
25FEB2021:00:00:00,positivos,Ezeiza,F,20-29,4
25FEB2021:00:00:00,positivos,Ezeiza,F,30-39,3
25FEB2021:00:00:00,positivos,Ezeiza,F,50-59,1
25FEB2021:00:00:00,positivos,Ezeiza,M,20-29,5
25FEB2021:00:00:00,positivos,Ezeiza,M,30-39,2
25FEB2021:00:00:00,positivos,Ezeiza,M,40-49,1
25FEB2021:00:00:00,positivos,Ezeiza,M,50-59,2
25FEB2021:00:00:00,positivos,La Rural,F,0-19,1
25FEB2021:00:00:00,positivos,La Rural,F,20-29,4
25FEB2021:00:00:00,positivos,La Rural,F,30-39,5
25FEB2021:00:00:00,positivos,La Rural,F,40-49,3
25FEB2021:00:00:00,positivos,La Rural,F,50-59,1
25FEB2021:00:00:00,positivos,La Rural,F,70-79,2
25FEB2021:00:00:00,positivos,La Rural,M,0-19,2
25FEB2021:00:00:00,positivos,La Rural,M,20-29,4
25FEB2021:00:00:00,positivos,La Rural,M,40-49,4
25FEB2021:00:00:00,positivos,La Rural,M,50-59,4
25FEB2021:00:00:00,positivos,La Rural,M,60-69,1
25FEB2021:00:00:00,positivos,La Rural,M,70-79,1
25FEB2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
25FEB2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
25FEB2021:00:00:00,positivos,Terminal Dellepiane,F,70-79,1
25FEB2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,2
25FEB2021:00:00:00,positivos,Terminal Dellepiane,M,50-59,3
26FEB2021:00:00:00,testeos,Callao | USAM,F,0-19,26
26FEB2021:00:00:00,testeos,Callao | USAM,F,20-29,93
26FEB2021:00:00:00,testeos,Callao | USAM,F,30-39,90
26FEB2021:00:00:00,testeos,Callao | USAM,F,40-49,59
26FEB2021:00:00:00,testeos,Callao | USAM,F,50-59,50
26FEB2021:00:00:00,testeos,Callao | USAM,F,60-69,29
26FEB2021:00:00:00,testeos,Callao | USAM,F,70-79,14
26FEB2021:00:00:00,testeos,Callao | USAM,F,80 y más,2
26FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,15
22FEB2021:00:00:00,positivos,Costa Salguero,F,50-59,5
22FEB2021:00:00:00,positivos,Costa Salguero,F,60-69,1
22FEB2021:00:00:00,positivos,Costa Salguero,F,70-79,1
01MAR2021:00:00:00,positivos,La Rural,M,80 y más,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,60-69,2
01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,1
01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,70-79,1
02MAR2021:00:00:00,testeos,Callao | USAM,F,20-29,5
02MAR2021:00:00:00,testeos,Callao | USAM,F,30-39,8
02MAR2021:00:00:00,testeos,Callao | USAM,F,40-49,4
02MAR2021:00:00:00,testeos,Callao | USAM,F,60-69,2
02MAR2021:00:00:00,testeos,Callao | USAM,F,70-79,1
02MAR2021:00:00:00,testeos,Callao | USAM,m,50-59,2
02MAR2021:00:00:00,testeos,Callao | USAM,M,0-19,1
02MAR2021:00:00:00,testeos,Callao | USAM,M,20-29,9
02MAR2021:00:00:00,testeos,Callao | USAM,M,30-39,19
02MAR2021:00:00:00,testeos,Callao | USAM,M,40-49,16
02MAR2021:00:00:00,testeos,Callao | USAM,M,50-59,9
02MAR2021:00:00:00,testeos,Callao | USAM,M,60-69,3
02MAR2021:00:00:00,testeos,Costa Salguero,F,50-59,1
02MAR2021:00:00:00,testeos,Costa Salguero,M,60-69,2
02MAR2021:00:00:00,testeos,Costa Salguero,M,70-79,1
02MAR2021:00:00:00,testeos,Ezeiza,F,0-19,93
02MAR2021:00:00:00,testeos,Ezeiza,F,20-29,299
02MAR2021:00:00:00,testeos,Ezeiza,F,30-39,292
02MAR2021:00:00:00,testeos,Ezeiza,F,40-49,147
02MAR2021:00:00:00,testeos,Ezeiza,F,50-59,114
02MAR2021:00:00:00,testeos,Ezeiza,F,60-69,73
02MAR2021:00:00:00,testeos,Ezeiza,F,70-79,19
02MAR2021:00:00:00,testeos,Ezeiza,F,80 y más,4
02MAR2021:00:00:00,testeos,Ezeiza,M,0-19,83
02MAR2021:00:00:00,testeos,Ezeiza,M,20-29,207
02MAR2021:00:00:00,testeos,Ezeiza,M,30-39,259
02MAR2021:00:00:00,testeos,Ezeiza,M,40-49,119
02MAR2021:00:00:00,testeos,Ezeiza,M,50-59,83
02MAR2021:00:00:00,testeos,Ezeiza,M,60-69,50
02MAR2021:00:00:00,testeos,Ezeiza,M,70-79,13
02MAR2021:00:00:00,testeos,La Rural,F,0-19,149
02MAR2021:00:00:00,testeos,La Rural,F,20-29,273
02MAR2021:00:00:00,testeos,La Rural,F,30-39,355
02MAR2021:00:00:00,testeos,La Rural,F,40-49,280
02MAR2021:00:00:00,testeos,La Rural,F,50-59,259
02MAR2021:00:00:00,testeos,La Rural,F,60-69,210
02MAR2021:00:00:00,testeos,La Rural,F,70-79,78
02MAR2021:00:00:00,testeos,La Rural,F,80 y más,19
02MAR2021:00:00:00,testeos,La Rural,M,0-19,98
02MAR2021:00:00:00,testeos,La Rural,M,20-29,222
02MAR2021:00:00:00,testeos,La Rural,M,30-39,337
02MAR2021:00:00:00,testeos,La Rural,M,40-49,277
02MAR2021:00:00:00,testeos,La Rural,M,50-59,235
02MAR2021:00:00:00,testeos,La Rural,M,60-69,212
02MAR2021:00:00:00,testeos,La Rural,M,70-79,96
02MAR2021:00:00:00,testeos,La Rural,M,80 y más,18
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,103
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,186
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,132
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,109
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,93
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,78
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,31
02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,5
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,81
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,162
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,165
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,96
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,66
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,38
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,18
02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,8
02MAR2021:00:00:00,positivos,Costa Salguero,M,60-69,1
02MAR2021:00:00:00,positivos,Ezeiza,F,0-19,5
02MAR2021:00:00:00,positivos,Ezeiza,F,20-29,2
02MAR2021:00:00:00,positivos,Ezeiza,F,50-59,1
02MAR2021:00:00:00,positivos,Ezeiza,M,0-19,6
02MAR2021:00:00:00,positivos,Ezeiza,M,20-29,1
02MAR2021:00:00:00,positivos,Ezeiza,M,30-39,2
02MAR2021:00:00:00,positivos,Ezeiza,M,40-49,1
02MAR2021:00:00:00,positivos,Ezeiza,M,50-59,1
02MAR2021:00:00:00,positivos,La Rural,F,20-29,4
02MAR2021:00:00:00,positivos,La Rural,F,30-39,6
02MAR2021:00:00:00,positivos,La Rural,F,40-49,1
02MAR2021:00:00:00,positivos,La Rural,F,50-59,2
02MAR2021:00:00:00,positivos,La Rural,F,60-69,3
02MAR2021:00:00:00,positivos,La Rural,M,0-19,3
02MAR2021:00:00:00,positivos,La Rural,M,20-29,5
02MAR2021:00:00:00,positivos,La Rural,M,30-39,5
02MAR2021:00:00:00,positivos,La Rural,M,40-49,1
02MAR2021:00:00:00,positivos,La Rural,M,50-59,1
02MAR2021:00:00:00,positivos,La Rural,M,60-69,2
02MAR2021:00:00:00,positivos,La Rural,M,70-79,1
02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,1
02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,50-59,1
02MAR2021:00:00:00,positivos,Terminal Dellepiane,M,50-59,2
03MAR2021:00:00:00,testeos,Callao | USAM,F,0-19,5
03MAR2021:00:00:00,testeos,Callao | USAM,F,20-29,16
03MAR2021:00:00:00,testeos,Callao | USAM,F,30-39,21
03MAR2021:00:00:00,testeos,Callao | USAM,F,40-49,8
03MAR2021:00:00:00,testeos,Callao | USAM,F,50-59,3
03MAR2021:00:00:00,testeos,Callao | USAM,F,60-69,1
03MAR2021:00:00:00,testeos,Callao | USAM,M,0-19,1
03MAR2021:00:00:00,testeos,Callao | USAM,M,20-29,15
03MAR2021:00:00:00,testeos,Callao | USAM,M,30-39,27
03MAR2021:00:00:00,testeos,Callao | USAM,M,40-49,11
03MAR2021:00:00:00,testeos,Callao | USAM,M,50-59,4
03MAR2021:00:00:00,testeos,Callao | USAM,M,60-69,1
03MAR2021:00:00:00,testeos,Callao | USAM,M,70-79,1
03MAR2021:00:00:00,testeos,Costa Salguero,F,20-29,4
03MAR2021:00:00:00,testeos,Costa Salguero,F,30-39,3
03MAR2021:00:00:00,testeos,Costa Salguero,F,40-49,3
03MAR2021:00:00:00,testeos,Costa Salguero,F,50-59,3
03MAR2021:00:00:00,testeos,Costa Salguero,F,60-69,18
03MAR2021:00:00:00,testeos,Costa Salguero,F,70-79,5
03MAR2021:00:00:00,testeos,Costa Salguero,F,80 y más,5
03MAR2021:00:00:00,testeos,Costa Salguero,M,20-29,2
03MAR2021:00:00:00,testeos,Costa Salguero,M,30-39,3
03MAR2021:00:00:00,testeos,Costa Salguero,M,40-49,1
03MAR2021:00:00:00,testeos,Costa Salguero,M,50-59,1
03MAR2021:00:00:00,testeos,Costa Salguero,M,60-69,14
03MAR2021:00:00:00,testeos,Costa Salguero,M,70-79,11
03MAR2021:00:00:00,testeos,Costa Salguero,M,80 y más,1
03MAR2021:00:00:00,testeos,Ezeiza,F,0-19,84
03MAR2021:00:00:00,testeos,Ezeiza,F,20-29,242
03MAR2021:00:00:00,testeos,Ezeiza,F,30-39,191
03MAR2021:00:00:00,testeos,Ezeiza,F,40-49,94
03MAR2021:00:00:00,testeos,Ezeiza,F,50-59,82
03MAR2021:00:00:00,testeos,Ezeiza,F,60-69,54
03MAR2021:00:00:00,testeos,Ezeiza,F,70-79,18
03MAR2021:00:00:00,testeos,Ezeiza,F,80 y más,2
03MAR2021:00:00:00,testeos,Ezeiza,M,0-19,53
03MAR2021:00:00:00,testeos,Ezeiza,M,20-29,130
03MAR2021:00:00:00,testeos,Ezeiza,M,30-39,164
03MAR2021:00:00:00,testeos,Ezeiza,M,40-49,80
03MAR2021:00:00:00,testeos,Ezeiza,M,50-59,66
03MAR2021:00:00:00,testeos,Ezeiza,M,60-69,35
03MAR2021:00:00:00,testeos,Ezeiza,M,70-79,10
03MAR2021:00:00:00,testeos,Ezeiza,M,80 y más,1
03MAR2021:00:00:00,testeos,La Rural,F,0-19,117
03MAR2021:00:00:00,testeos,La Rural,F,20-29,253
03MAR2021:00:00:00,testeos,La Rural,F,30-39,306
03MAR2021:00:00:00,testeos,La Rural,F,40-49,237
03MAR2021:00:00:00,testeos,La Rural,F,50-59,221
03MAR2021:00:00:00,testeos,La Rural,F,60-69,211
03MAR2021:00:00:00,testeos,La Rural,F,70-79,88
03MAR2021:00:00:00,testeos,La Rural,F,80 y más,19
03MAR2021:00:00:00,testeos,La Rural,M,0-19,85
03MAR2021:00:00:00,testeos,La Rural,M,20-29,203
03MAR2021:00:00:00,testeos,La Rural,M,30-39,266
03MAR2021:00:00:00,testeos,La Rural,M,40-49,222
03MAR2021:00:00:00,testeos,La Rural,M,50-59,212
03MAR2021:00:00:00,testeos,La Rural,M,60-69,204
03MAR2021:00:00:00,testeos,La Rural,M,70-79,97
03MAR2021:00:00:00,testeos,La Rural,M,80 y más,18
03MAR2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,42
03MAR2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,135
03MAR2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,105
22FEB2021:00:00:00,positivos,Costa Salguero,M,0-19,2
22FEB2021:00:00:00,positivos,Costa Salguero,M,20-29,8
22FEB2021:00:00:00,positivos,Costa Salguero,M,30-39,6
22FEB2021:00:00:00,positivos,Costa Salguero,M,40-49,6
22FEB2021:00:00:00,positivos,Costa Salguero,M,50-59,5
22FEB2021:00:00:00,positivos,Costa Salguero,M,60-69,3
22FEB2021:00:00:00,positivos,Edificio Munich,F,30-39,1
22FEB2021:00:00:00,positivos,Edificio Munich,F,40-49,3
22FEB2021:00:00:00,positivos,Edificio Munich,F,60-69,1
22FEB2021:00:00:00,positivos,Edificio Munich,M,0-19,1
22FEB2021:00:00:00,positivos,Edificio Munich,M,20-29,1
22FEB2021:00:00:00,positivos,Edificio Munich,M,30-39,1
22FEB2021:00:00:00,positivos,Ezeiza,F,20-29,4
22FEB2021:00:00:00,positivos,Ezeiza,F,30-39,2
22FEB2021:00:00:00,positivos,Ezeiza,F,40-49,1
22FEB2021:00:00:00,positivos,Ezeiza,F,60-69,1
22FEB2021:00:00:00,positivos,Ezeiza,M,20-29,4
22FEB2021:00:00:00,positivos,Ezeiza,M,30-39,1
22FEB2021:00:00:00,positivos,Ezeiza,M,40-49,2
22FEB2021:00:00:00,positivos,Ezeiza,M,60-69,2
22FEB2021:00:00:00,positivos,La Rural,F,20-29,5
22FEB2021:00:00:00,positivos,La Rural,F,30-39,1
22FEB2021:00:00:00,positivos,La Rural,F,60-69,1
22FEB2021:00:00:00,positivos,La Rural,M,0-19,1
22FEB2021:00:00:00,positivos,La Rural,M,20-29,3
22FEB2021:00:00:00,positivos,La Rural,M,30-39,1
22FEB2021:00:00:00,positivos,La Rural,M,40-49,1
22FEB2021:00:00:00,positivos,La Rural,M,50-59,2
22FEB2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,1
22FEB2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,3
22FEB2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,2
22FEB2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
23FEB2021:00:00:00,testeos,Callao | USAM,F,0-19,31
23FEB2021:00:00:00,testeos,Callao | USAM,F,20-29,118
23FEB2021:00:00:00,testeos,Callao | USAM,F,30-39,169
23FEB2021:00:00:00,testeos,Callao | USAM,F,40-49,74
23FEB2021:00:00:00,testeos,Callao | USAM,F,50-59,61
23FEB2021:00:00:00,testeos,Callao | USAM,F,60-69,35
23FEB2021:00:00:00,testeos,Callao | USAM,F,70-79,16
23FEB2021:00:00:00,testeos,Callao | USAM,F,80 y más,3
23FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,19
23FEB2021:00:00:00,testeos,Callao | USAM,M,20-29,84
23FEB2021:00:00:00,testeos,Callao | USAM,M,30-39,124
23FEB2021:00:00:00,testeos,Callao | USAM,M,40-49,61
23FEB2021:00:00:00,testeos,Callao | USAM,M,50-59,36
23FEB2021:00:00:00,testeos,Callao | USAM,M,60-69,35
23FEB2021:00:00:00,testeos,Callao | USAM,M,70-79,12
23FEB2021:00:00:00,testeos,Callao | USAM,M,80 y más,1
23FEB2021:00:00:00,testeos,Costa Salguero,F,0-19,153
23FEB2021:00:00:00,testeos,Costa Salguero,F,20-29,327
23FEB2021:00:00:00,testeos,Costa Salguero,F,30-39,446
23FEB2021:00:00:00,testeos,Costa Salguero,F,40-49,288
23FEB2021:00:00:00,testeos,Costa Salguero,F,50-59,272
23FEB2021:00:00:00,testeos,Costa Salguero,F,60-69,161
23FEB2021:00:00:00,testeos,Costa Salguero,F,70-79,65
23FEB2021:00:00:00,testeos,Costa Salguero,F,80 y más,21
23FEB2021:00:00:00,testeos,Costa Salguero,M,0-19,124
23FEB2021:00:00:00,testeos,Costa Salguero,M,20-29,270
23FEB2021:00:00:00,testeos,Costa Salguero,M,30-39,443
23FEB2021:00:00:00,testeos,Costa Salguero,M,40-49,343
23FEB2021:00:00:00,testeos,Costa Salguero,M,50-59,258
23FEB2021:00:00:00,testeos,Costa Salguero,M,60-69,198
23FEB2021:00:00:00,testeos,Costa Salguero,M,70-79,80
23FEB2021:00:00:00,testeos,Costa Salguero,M,80 y más,15
23FEB2021:00:00:00,testeos,Edificio Munich,F,0-19,35
23FEB2021:00:00:00,testeos,Edificio Munich,F,20-29,154
23FEB2021:00:00:00,testeos,Edificio Munich,F,30-39,166
23FEB2021:00:00:00,testeos,Edificio Munich,F,40-49,86
23FEB2021:00:00:00,testeos,Edificio Munich,F,50-59,49
23FEB2021:00:00:00,testeos,Edificio Munich,F,60-69,37
23FEB2021:00:00:00,testeos,Edificio Munich,F,70-79,11
23FEB2021:00:00:00,testeos,Edificio Munich,F,80 y más,1
23FEB2021:00:00:00,testeos,Edificio Munich,M,0-19,37
23FEB2021:00:00:00,testeos,Edificio Munich,M,20-29,122
23FEB2021:00:00:00,testeos,Edificio Munich,M,30-39,153
23FEB2021:00:00:00,testeos,Edificio Munich,M,40-49,125
