,FECHA_MUESTRA,TIPO,DISPOSITIVO,GENERO,GRUPO_ETARIO,N
10937,25FEB2021:00:00:00,testeos,Ezeiza,M,30-39,240
10938,25FEB2021:00:00:00,testeos,Ezeiza,M,40-49,130
10939,25FEB2021:00:00:00,testeos,Ezeiza,M,50-59,103
10940,25FEB2021:00:00:00,testeos,Ezeiza,M,60-69,53
10941,25FEB2021:00:00:00,testeos,Ezeiza,M,70-79,19
10942,25FEB2021:00:00:00,testeos,Ezeiza,M,80 y más,3
10943,25FEB2021:00:00:00,testeos,La Rural,F,0-19,44
10944,25FEB2021:00:00:00,testeos,La Rural,F,20-29,93
10945,25FEB2021:00:00:00,testeos,La Rural,F,30-39,86
10946,25FEB2021:00:00:00,testeos,La Rural,F,40-49,57
10947,25FEB2021:00:00:00,testeos,La Rural,F,50-59,44
10948,25FEB2021:00:00:00,testeos,La Rural,F,60-69,32
10949,25FEB2021:00:00:00,testeos,La Rural,F,70-79,16
10950,25FEB2021:00:00:00,testeos,La Rural,F,80 y más,3
10951,25FEB2021:00:00:00,testeos,La Rural,M,0-19,20
10952,25FEB2021:00:00:00,testeos,La Rural,M,20-29,86
10953,25FEB2021:00:00:00,testeos,La Rural,M,30-39,110
10954,25FEB2021:00:00:00,testeos,La Rural,M,40-49,71
10955,25FEB2021:00:00:00,testeos,La Rural,M,50-59,55
10956,25FEB2021:00:00:00,testeos,La Rural,M,60-69,36
10957,25FEB2021:00:00:00,testeos,La Rural,M,70-79,18
10958,25FEB2021:00:00:00,testeos,La Rural,M,80 y más,2
10959,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,62
10960,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,161
10961,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,116
10962,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,80
10963,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,69
10964,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,60
10965,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,29
10966,25FEB2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,7
10967,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,36
10968,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,134
10969,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,101
10970,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,69
10971,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,46
10972,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,33
10973,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,21
10974,25FEB2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,4
10975,25FEB2021:00:00:00,positivos,Callao | USAM,F,0-19,2
10976,25FEB2021:00:00:00,positivos,Callao | USAM,F,20-29,2
10977,25FEB2021:00:00:00,positivos,Callao | USAM,F,30-39,2
10978,25FEB2021:00:00:00,positivos,Callao | USAM,F,40-49,2
10979,25FEB2021:00:00:00,positivos,Callao | USAM,M,20-29,5
10980,25FEB2021:00:00:00,positivos,Callao | USAM,M,30-39,2
10981,25FEB2021:00:00:00,positivos,Costa Salguero,F,0-19,2
10982,25FEB2021:00:00:00,positivos,Costa Salguero,F,20-29,2
10983,25FEB2021:00:00:00,positivos,Costa Salguero,F,30-39,6
10984,25FEB2021:00:00:00,positivos,Costa Salguero,F,40-49,4
10985,25FEB2021:00:00:00,positivos,Costa Salguero,F,50-59,1
10986,25FEB2021:00:00:00,positivos,Costa Salguero,F,70-79,1
10987,25FEB2021:00:00:00,positivos,Costa Salguero,M,0-19,2
10988,25FEB2021:00:00:00,positivos,Costa Salguero,M,20-29,6
10989,25FEB2021:00:00:00,positivos,Costa Salguero,M,30-39,4
10990,25FEB2021:00:00:00,positivos,Costa Salguero,M,40-49,5
10991,25FEB2021:00:00:00,positivos,Costa Salguero,M,50-59,6
10992,25FEB2021:00:00:00,positivos,Costa Salguero,M,60-69,2
10993,25FEB2021:00:00:00,positivos,Costa Salguero,M,70-79,2
10994,25FEB2021:00:00:00,positivos,Edificio Munich,F,0-19,1
10995,25FEB2021:00:00:00,positivos,Edificio Munich,F,20-29,2
10996,25FEB2021:00:00:00,positivos,Edificio Munich,F,30-39,1
10997,25FEB2021:00:00:00,positivos,Edificio Munich,M,30-39,1
10998,25FEB2021:00:00:00,positivos,Ezeiza,F,20-29,4
10999,25FEB2021:00:00:00,positivos,Ezeiza,F,30-39,3
11000,25FEB2021:00:00:00,positivos,Ezeiza,F,50-59,1
11001,25FEB2021:00:00:00,positivos,Ezeiza,M,20-29,5
11002,25FEB2021:00:00:00,positivos,Ezeiza,M,30-39,2
11003,25FEB2021:00:00:00,positivos,Ezeiza,M,40-49,1
11004,25FEB2021:00:00:00,positivos,Ezeiza,M,50-59,2
11005,25FEB2021:00:00:00,positivos,La Rural,F,0-19,1
11006,25FEB2021:00:00:00,positivos,La Rural,F,20-29,4
11007,25FEB2021:00:00:00,positivos,La Rural,F,30-39,5
11008,25FEB2021:00:00:00,positivos,La Rural,F,40-49,3
11009,25FEB2021:00:00:00,positivos,La Rural,F,50-59,1
11010,25FEB2021:00:00:00,positivos,La Rural,F,70-79,2
11011,25FEB2021:00:00:00,positivos,La Rural,M,0-19,2
11012,25FEB2021:00:00:00,positivos,La Rural,M,20-29,4
11013,25FEB2021:00:00:00,positivos,La Rural,M,40-49,4
11014,25FEB2021:00:00:00,positivos,La Rural,M,50-59,4
11015,25FEB2021:00:00:00,positivos,La Rural,M,60-69,1
11016,25FEB2021:00:00:00,positivos,La Rural,M,70-79,1
11017,25FEB2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
11018,25FEB2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
11019,25FEB2021:00:00:00,positivos,Terminal Dellepiane,F,70-79,1
11020,25FEB2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,2
11021,25FEB2021:00:00:00,positivos,Terminal Dellepiane,M,50-59,3
11022,26FEB2021:00:00:00,testeos,Callao | USAM,F,0-19,26
11023,26FEB2021:00:00:00,testeos,Callao | USAM,F,20-29,93
11024,26FEB2021:00:00:00,testeos,Callao | USAM,F,30-39,90
11025,26FEB2021:00:00:00,testeos,Callao | USAM,F,40-49,59
11026,26FEB2021:00:00:00,testeos,Callao | USAM,F,50-59,50
11027,26FEB2021:00:00:00,testeos,Callao | USAM,F,60-69,29
11028,26FEB2021:00:00:00,testeos,Callao | USAM,F,70-79,14
11029,26FEB2021:00:00:00,testeos,Callao | USAM,F,80 y más,2
11030,26FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,15
11031,22FEB2021:00:00:00,positivos,Costa Salguero,F,50-59,5
11032,22FEB2021:00:00:00,positivos,Costa Salguero,F,60-69,1
11033,22FEB2021:00:00:00,positivos,Costa Salguero,F,70-79,1
11034,01MAR2021:00:00:00,positivos,La Rural,M,80 y más,1
11035,01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
11036,01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
11037,01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
11038,01MAR2021:00:00:00,positivos,Terminal Dellepiane,F,60-69,2
11039,01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,1
11040,01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
11041,01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,1
11042,01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,1
11043,01MAR2021:00:00:00,positivos,Terminal Dellepiane,M,70-79,1
11044,02MAR2021:00:00:00,testeos,Callao | USAM,F,20-29,5
11045,02MAR2021:00:00:00,testeos,Callao | USAM,F,30-39,8
11046,02MAR2021:00:00:00,testeos,Callao | USAM,F,40-49,4
11047,02MAR2021:00:00:00,testeos,Callao | USAM,F,60-69,2
11048,02MAR2021:00:00:00,testeos,Callao | USAM,F,70-79,1
11049,02MAR2021:00:00:00,testeos,Callao | USAM,m,50-59,2
11050,02MAR2021:00:00:00,testeos,Callao | USAM,M,0-19,1
11051,02MAR2021:00:00:00,testeos,Callao | USAM,M,20-29,9
11052,02MAR2021:00:00:00,testeos,Callao | USAM,M,30-39,19
11053,02MAR2021:00:00:00,testeos,Callao | USAM,M,40-49,16
11054,02MAR2021:00:00:00,testeos,Callao | USAM,M,50-59,9
11055,02MAR2021:00:00:00,testeos,Callao | USAM,M,60-69,3
11056,02MAR2021:00:00:00,testeos,Costa Salguero,F,50-59,1
11057,02MAR2021:00:00:00,testeos,Costa Salguero,M,60-69,2
11058,02MAR2021:00:00:00,testeos,Costa Salguero,M,70-79,1
11059,02MAR2021:00:00:00,testeos,Ezeiza,F,0-19,93
11060,02MAR2021:00:00:00,testeos,Ezeiza,F,20-29,299
11061,02MAR2021:00:00:00,testeos,Ezeiza,F,30-39,292
11062,02MAR2021:00:00:00,testeos,Ezeiza,F,40-49,147
11063,02MAR2021:00:00:00,testeos,Ezeiza,F,50-59,114
11064,02MAR2021:00:00:00,testeos,Ezeiza,F,60-69,73
11065,02MAR2021:00:00:00,testeos,Ezeiza,F,70-79,19
11066,02MAR2021:00:00:00,testeos,Ezeiza,F,80 y más,4
11067,02MAR2021:00:00:00,testeos,Ezeiza,M,0-19,83
11068,02MAR2021:00:00:00,testeos,Ezeiza,M,20-29,207
11069,02MAR2021:00:00:00,testeos,Ezeiza,M,30-39,259
11070,02MAR2021:00:00:00,testeos,Ezeiza,M,40-49,119
11071,02MAR2021:00:00:00,testeos,Ezeiza,M,50-59,83
11072,02MAR2021:00:00:00,testeos,Ezeiza,M,60-69,50
11073,02MAR2021:00:00:00,testeos,Ezeiza,M,70-79,13
11074,02MAR2021:00:00:00,testeos,La Rural,F,0-19,149
11075,02MAR2021:00:00:00,testeos,La Rural,F,20-29,273
11076,02MAR2021:00:00:00,testeos,La Rural,F,30-39,355
11077,02MAR2021:00:00:00,testeos,La Rural,F,40-49,280
11078,02MAR2021:00:00:00,testeos,La Rural,F,50-59,259
11079,02MAR2021:00:00:00,testeos,La Rural,F,60-69,210
11080,02MAR2021:00:00:00,testeos,La Rural,F,70-79,78
11081,02MAR2021:00:00:00,testeos,La Rural,F,80 y más,19
11082,02MAR2021:00:00:00,testeos,La Rural,M,0-19,98
11083,02MAR2021:00:00:00,testeos,La Rural,M,20-29,222
11084,02MAR2021:00:00:00,testeos,La Rural,M,30-39,337
11085,02MAR2021:00:00:00,testeos,La Rural,M,40-49,277
11086,02MAR2021:00:00:00,testeos,La Rural,M,50-59,235
11087,02MAR2021:00:00:00,testeos,La Rural,M,60-69,212
11088,02MAR2021:00:00:00,testeos,La Rural,M,70-79,96
11089,02MAR2021:00:00:00,testeos,La Rural,M,80 y más,18
11090,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,103
11091,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,186
11092,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,132
11093,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,109
11094,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,93
11095,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,78
11096,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,31
11097,02MAR2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,5
11098,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,81
11099,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,162
11100,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,165
11101,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,96
11102,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,66
11103,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,38
11104,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,18
11105,02MAR2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,8
11106,02MAR2021:00:00:00,positivos,Costa Salguero,M,60-69,1
11107,02MAR2021:00:00:00,positivos,Ezeiza,F,0-19,5
11108,02MAR2021:00:00:00,positivos,Ezeiza,F,20-29,2
11109,02MAR2021:00:00:00,positivos,Ezeiza,F,50-59,1
11110,02MAR2021:00:00:00,positivos,Ezeiza,M,0-19,6
11111,02MAR2021:00:00:00,positivos,Ezeiza,M,20-29,1
11112,02MAR2021:00:00:00,positivos,Ezeiza,M,30-39,2
11113,02MAR2021:00:00:00,positivos,Ezeiza,M,40-49,1
11114,02MAR2021:00:00:00,positivos,Ezeiza,M,50-59,1
11115,02MAR2021:00:00:00,positivos,La Rural,F,20-29,4
11116,02MAR2021:00:00:00,positivos,La Rural,F,30-39,6
11117,02MAR2021:00:00:00,positivos,La Rural,F,40-49,1
11118,02MAR2021:00:00:00,positivos,La Rural,F,50-59,2
11119,02MAR2021:00:00:00,positivos,La Rural,F,60-69,3
11120,02MAR2021:00:00:00,positivos,La Rural,M,0-19,3
11121,02MAR2021:00:00:00,positivos,La Rural,M,20-29,5
11122,02MAR2021:00:00:00,positivos,La Rural,M,30-39,5
11123,02MAR2021:00:00:00,positivos,La Rural,M,40-49,1
11124,02MAR2021:00:00:00,positivos,La Rural,M,50-59,1
11125,02MAR2021:00:00:00,positivos,La Rural,M,60-69,2
11126,02MAR2021:00:00:00,positivos,La Rural,M,70-79,1
11127,02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,1
11128,02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
11129,02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
11130,02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
11131,02MAR2021:00:00:00,positivos,Terminal Dellepiane,F,50-59,1
11132,02MAR2021:00:00:00,positivos,Terminal Dellepiane,M,50-59,2
11133,03MAR2021:00:00:00,testeos,Callao | USAM,F,0-19,5
11134,03MAR2021:00:00:00,testeos,Callao | USAM,F,20-29,16
11135,03MAR2021:00:00:00,testeos,Callao | USAM,F,30-39,21
11136,03MAR2021:00:00:00,testeos,Callao | USAM,F,40-49,8
11137,03MAR2021:00:00:00,testeos,Callao | USAM,F,50-59,3
11138,03MAR2021:00:00:00,testeos,Callao | USAM,F,60-69,1
11139,03MAR2021:00:00:00,testeos,Callao | USAM,M,0-19,1
11140,03MAR2021:00:00:00,testeos,Callao | USAM,M,20-29,15
11141,03MAR2021:00:00:00,testeos,Callao | USAM,M,30-39,27
11142,03MAR2021:00:00:00,testeos,Callao | USAM,M,40-49,11
11143,03MAR2021:00:00:00,testeos,Callao | USAM,M,50-59,4
11144,03MAR2021:00:00:00,testeos,Callao | USAM,M,60-69,1
11145,03MAR2021:00:00:00,testeos,Callao | USAM,M,70-79,1
11146,03MAR2021:00:00:00,testeos,Costa Salguero,F,20-29,4
11147,03MAR2021:00:00:00,testeos,Costa Salguero,F,30-39,3
11148,03MAR2021:00:00:00,testeos,Costa Salguero,F,40-49,3
11149,03MAR2021:00:00:00,testeos,Costa Salguero,F,50-59,3
11150,03MAR2021:00:00:00,testeos,Costa Salguero,F,60-69,18
11151,03MAR2021:00:00:00,testeos,Costa Salguero,F,70-79,5
11152,03MAR2021:00:00:00,testeos,Costa Salguero,F,80 y más,5
11153,03MAR2021:00:00:00,testeos,Costa Salguero,M,20-29,2
11154,03MAR2021:00:00:00,testeos,Costa Salguero,M,30-39,3
11155,03MAR2021:00:00:00,testeos,Costa Salguero,M,40-49,1
11156,03MAR2021:00:00:00,testeos,Costa Salguero,M,50-59,1
11157,03MAR2021:00:00:00,testeos,Costa Salguero,M,60-69,14
11158,03MAR2021:00:00:00,testeos,Costa Salguero,M,70-79,11
11159,03MAR2021:00:00:00,testeos,Costa Salguero,M,80 y más,1
11160,03MAR2021:00:00:00,testeos,Ezeiza,F,0-19,84
11161,03MAR2021:00:00:00,testeos,Ezeiza,F,20-29,242
11162,03MAR2021:00:00:00,testeos,Ezeiza,F,30-39,191
11163,03MAR2021:00:00:00,testeos,Ezeiza,F,40-49,94
11164,03MAR2021:00:00:00,testeos,Ezeiza,F,50-59,82
11165,03MAR2021:00:00:00,testeos,Ezeiza,F,60-69,54
11166,03MAR2021:00:00:00,testeos,Ezeiza,F,70-79,18
11167,03MAR2021:00:00:00,testeos,Ezeiza,F,80 y más,2
11168,03MAR2021:00:00:00,testeos,Ezeiza,M,0-19,53
11169,03MAR2021:00:00:00,testeos,Ezeiza,M,20-29,130
11170,03MAR2021:00:00:00,testeos,Ezeiza,M,30-39,164
11171,03MAR2021:00:00:00,testeos,Ezeiza,M,40-49,80
11172,03MAR2021:00:00:00,testeos,Ezeiza,M,50-59,66
11173,03MAR2021:00:00:00,testeos,Ezeiza,M,60-69,35
11174,03MAR2021:00:00:00,testeos,Ezeiza,M,70-79,10
11175,03MAR2021:00:00:00,testeos,Ezeiza,M,80 y más,1
11176,03MAR2021:00:00:00,testeos,La Rural,F,0-19,117
11177,03MAR2021:00:00:00,testeos,La Rural,F,20-29,253
11178,03MAR2021:00:00:00,testeos,La Rural,F,30-39,306
11179,03MAR2021:00:00:00,testeos,La Rural,F,40-49,237
11180,03MAR2021:00:00:00,testeos,La Rural,F,50-59,221
11181,03MAR2021:00:00:00,testeos,La Rural,F,60-69,211
11182,03MAR2021:00:00:00,testeos,La Rural,F,70-79,88
11183,03MAR2021:00:00:00,testeos,La Rural,F,80 y más,19
11184,03MAR2021:00:00:00,testeos,La Rural,M,0-19,85
11185,03MAR2021:00:00:00,testeos,La Rural,M,20-29,203
11186,03MAR2021:00:00:00,testeos,La Rural,M,30-39,266
11187,03MAR2021:00:00:00,testeos,La Rural,M,40-49,222
11188,03MAR2021:00:00:00,testeos,La Rural,M,50-59,212
11189,03MAR2021:00:00:00,testeos,La Rural,M,60-69,204
11190,03MAR2021:00:00:00,testeos,La Rural,M,70-79,97
11191,03MAR2021:00:00:00,testeos,La Rural,M,80 y más,18
11192,03MAR2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,42
11193,03MAR2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,135
11194,03MAR2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,105
11195,22FEB2021:00:00:00,positivos,Costa Salguero,M,0-19,2
11196,22FEB2021:00:00:00,positivos,Costa Salguero,M,20-29,8
11197,22FEB2021:00:00:00,positivos,Costa Salguero,M,30-39,6
11198,22FEB2021:00:00:00,positivos,Costa Salguero,M,40-49,6
11199,22FEB2021:00:00:00,positivos,Costa Salguero,M,50-59,5
11200,22FEB2021:00:00:00,positivos,Costa Salguero,M,60-69,3
11201,22FEB2021:00:00:00,positivos,Edificio Munich,F,30-39,1
11202,22FEB2021:00:00:00,positivos,Edificio Munich,F,40-49,3
11203,22FEB2021:00:00:00,positivos,Edificio Munich,F,60-69,1
11204,22FEB2021:00:00:00,positivos,Edificio Munich,M,0-19,1
11205,22FEB2021:00:00:00,positivos,Edificio Munich,M,20-29,1
11206,22FEB2021:00:00:00,positivos,Edificio Munich,M,30-39,1
11207,22FEB2021:00:00:00,positivos,Ezeiza,F,20-29,4
11208,22FEB2021:00:00:00,positivos,Ezeiza,F,30-39,2
11209,22FEB2021:00:00:00,positivos,Ezeiza,F,40-49,1
11210,22FEB2021:00:00:00,positivos,Ezeiza,F,60-69,1
11211,22FEB2021:00:00:00,positivos,Ezeiza,M,20-29,4
11212,22FEB2021:00:00:00,positivos,Ezeiza,M,30-39,1
11213,22FEB2021:00:00:00,positivos,Ezeiza,M,40-49,2
11214,22FEB2021:00:00:00,positivos,Ezeiza,M,60-69,2
11215,22FEB2021:00:00:00,positivos,La Rural,F,20-29,5
11216,22FEB2021:00:00:00,positivos,La Rural,F,30-39,1
11217,22FEB2021:00:00:00,positivos,La Rural,F,60-69,1
11218,22FEB2021:00:00:00,positivos,La Rural,M,0-19,1
11219,22FEB2021:00:00:00,positivos,La Rural,M,20-29,3
11220,22FEB2021:00:00:00,positivos,La Rural,M,30-39,1
11221,22FEB2021:00:00:00,positivos,La Rural,M,40-49,1
11222,22FEB2021:00:00:00,positivos,La Rural,M,50-59,2
11223,22FEB2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,1
11224,22FEB2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,3
11225,22FEB2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,2
11226,22FEB2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
11227,23FEB2021:00:00:00,testeos,Callao | USAM,F,0-19,31
11228,23FEB2021:00:00:00,testeos,Callao | USAM,F,20-29,118
11229,23FEB2021:00:00:00,testeos,Callao | USAM,F,30-39,169
11230,23FEB2021:00:00:00,testeos,Callao | USAM,F,40-49,74
11231,23FEB2021:00:00:00,testeos,Callao | USAM,F,50-59,61
11232,23FEB2021:00:00:00,testeos,Callao | USAM,F,60-69,35
11233,23FEB2021:00:00:00,testeos,Callao | USAM,F,70-79,16
11234,23FEB2021:00:00:00,testeos,Callao | USAM,F,80 y más,3
11235,23FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,19
11236,23FEB2021:00:00:00,testeos,Callao | USAM,M,20-29,84
11237,23FEB2021:00:00:00,testeos,Callao | USAM,M,30-39,124
11238,23FEB2021:00:00:00,testeos,Callao | USAM,M,40-49,61
11239,23FEB2021:00:00:00,testeos,Callao | USAM,M,50-59,36
11240,23FEB2021:00:00:00,testeos,Callao | USAM,M,60-69,35
11241,23FEB2021:00:00:00,testeos,Callao | USAM,M,70-79,12
11242,23FEB2021:00:00:00,testeos,Callao | USAM,M,80 y más,1
11243,23FEB2021:00:00:00,testeos,Costa Salguero,F,0-19,153
11244,23FEB2021:00:00:00,testeos,Costa Salguero,F,20-29,327
11245,23FEB2021:00:00:00,testeos,Costa Salguero,F,30-39,446
11246,23FEB2021:00:00:00,testeos,Costa Salguero,F,40-49,288
11247,23FEB2021:00:00:00,testeos,Costa Salguero,F,50-59,272
11248,23FEB2021:00:00:00,testeos,Costa Salguero,F,60-69,161
11249,23FEB2021:00:00:00,testeos,Costa Salguero,F,70-79,65
11250,23FEB2021:00:00:00,testeos,Costa Salguero,F,80 y más,21
11251,23FEB2021:00:00:00,testeos,Costa Salguero,M,0-19,124
11252,23FEB2021:00:00:00,testeos,Costa Salguero,M,20-29,270
11253,23FEB2021:00:00:00,testeos,Costa Salguero,M,30-39,443
11254,23FEB2021:00:00:00,testeos,Costa Salguero,M,40-49,343
11255,23FEB2021:00:00:00,testeos,Costa Salguero,M,50-59,258
11256,23FEB2021:00:00:00,testeos,Costa Salguero,M,60-69,198
11257,23FEB2021:00:00:00,testeos,Costa Salguero,M,70-79,80
11258,23FEB2021:00:00:00,testeos,Costa Salguero,M,80 y más,15
11259,23FEB2021:00:00:00,testeos,Edificio Munich,F,0-19,35
11260,23FEB2021:00:00:00,testeos,Edificio Munich,F,20-29,154
11261,23FEB2021:00:00:00,testeos,Edificio Munich,F,30-39,166
11262,23FEB2021:00:00:00,testeos,Edificio Munich,F,40-49,86
11263,23FEB2021:00:00:00,testeos,Edificio Munich,F,50-59,49
11264,23FEB2021:00:00:00,testeos,Edificio Munich,F,60-69,37
11265,23FEB2021:00:00:00,testeos,Edificio Munich,F,70-79,11
11266,23FEB2021:00:00:00,testeos,Edificio Munich,F,80 y más,1
11267,23FEB2021:00:00:00,testeos,Edificio Munich,M,0-19,37
11268,23FEB2021:00:00:00,testeos,Edificio Munich,M,20-29,122
11269,23FEB2021:00:00:00,testeos,Edificio Munich,M,30-39,153
11270,23FEB2021:00:00:00,testeos,Edificio Munich,M,40-49,125
11271,23FEB2021:00:00:00,testeos,Edificio Munich,M,50-59,55
11272,23FEB2021:00:00:00,testeos,Edificio Munich,M,60-69,41
11273,23FEB2021:00:00:00,testeos,Edificio Munich,M,70-79,10
11274,23FEB2021:00:00:00,testeos,Edificio Munich,M,80 y más,4
11275,23FEB2021:00:00:00,testeos,Ezeiza,F,0-19,82
11276,23FEB2021:00:00:00,testeos,Ezeiza,F,20-29,370
11277,23FEB2021:00:00:00,testeos,Ezeiza,F,30-39,339
11278,23FEB2021:00:00:00,testeos,Ezeiza,F,40-49,156
11279,23FEB2021:00:00:00,testeos,Ezeiza,F,50-59,115
11280,23FEB2021:00:00:00,testeos,Ezeiza,F,60-69,73
11281,23FEB2021:00:00:00,testeos,Ezeiza,F,70-79,35
11282,23FEB2021:00:00:00,testeos,Ezeiza,F,80 y más,4
11283,23FEB2021:00:00:00,testeos,Ezeiza,M,0-19,41
11284,23FEB2021:00:00:00,testeos,Ezeiza,M,20-29,267
11285,23FEB2021:00:00:00,testeos,Ezeiza,M,30-39,289
11286,28FEB2021:00:00:00,testeos,Callao | USAM,F,80 y más,3
11287,28FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,29
11288,28FEB2021:00:00:00,testeos,Callao | USAM,M,20-29,53
11289,28FEB2021:00:00:00,testeos,Callao | USAM,M,30-39,73
11290,28FEB2021:00:00:00,testeos,Callao | USAM,M,40-49,55
11291,28FEB2021:00:00:00,testeos,Callao | USAM,M,50-59,49
11292,28FEB2021:00:00:00,testeos,Callao | USAM,M,60-69,48
11293,28FEB2021:00:00:00,testeos,Callao | USAM,M,70-79,17
11294,28FEB2021:00:00:00,testeos,Callao | USAM,M,80 y más,3
11295,28FEB2021:00:00:00,testeos,CEC,F,20-29,4
11296,28FEB2021:00:00:00,testeos,CEC,F,30-39,2
11297,28FEB2021:00:00:00,testeos,CEC,F,40-49,2
11298,28FEB2021:00:00:00,testeos,CEC,M,0-19,1
11299,28FEB2021:00:00:00,testeos,CEC,M,20-29,1
11300,28FEB2021:00:00:00,testeos,CEC,M,30-39,3
11301,28FEB2021:00:00:00,testeos,CEC,M,40-49,2
11302,28FEB2021:00:00:00,testeos,CEC,M,50-59,1
11303,28FEB2021:00:00:00,testeos,Costa Salguero,F,0-19,290
11304,28FEB2021:00:00:00,testeos,Costa Salguero,F,20-29,432
11305,28FEB2021:00:00:00,testeos,Costa Salguero,F,30-39,652
11306,28FEB2021:00:00:00,testeos,Costa Salguero,F,40-49,551
11307,28FEB2021:00:00:00,testeos,Costa Salguero,F,50-59,477
11308,28FEB2021:00:00:00,testeos,Costa Salguero,F,60-69,360
11309,28FEB2021:00:00:00,testeos,Costa Salguero,F,70-79,133
11310,28FEB2021:00:00:00,testeos,Costa Salguero,F,80 y más,29
11311,28FEB2021:00:00:00,testeos,Costa Salguero,M,0-19,220
11312,28FEB2021:00:00:00,testeos,Costa Salguero,M,20-29,278
11313,28FEB2021:00:00:00,testeos,Costa Salguero,M,30-39,569
11314,28FEB2021:00:00:00,testeos,Costa Salguero,M,40-49,543
11315,28FEB2021:00:00:00,testeos,Costa Salguero,M,50-59,422
11316,28FEB2021:00:00:00,testeos,Costa Salguero,M,60-69,370
11317,28FEB2021:00:00:00,testeos,Costa Salguero,M,70-79,159
11318,28FEB2021:00:00:00,testeos,Costa Salguero,M,80 y más,22
11319,28FEB2021:00:00:00,testeos,Edificio Munich,F,0-19,37
11320,28FEB2021:00:00:00,testeos,Edificio Munich,F,20-29,87
11321,28FEB2021:00:00:00,testeos,Edificio Munich,F,30-39,134
11322,28FEB2021:00:00:00,testeos,Edificio Munich,F,40-49,103
11323,28FEB2021:00:00:00,testeos,Edificio Munich,F,50-59,70
11324,28FEB2021:00:00:00,testeos,Edificio Munich,F,60-69,49
11325,28FEB2021:00:00:00,testeos,Edificio Munich,F,70-79,28
11326,28FEB2021:00:00:00,testeos,Edificio Munich,F,80 y más,2
11327,28FEB2021:00:00:00,testeos,Edificio Munich,M,0-19,34
