,FECHA_MUESTRA,TIPO,DISPOSITIVO,GENERO,GRUPO_ETARIO,N
1157,08DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,7
1158,08DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,3
1159,08DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,19
1160,08DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,39
1161,08DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,65
1162,08DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,45
1163,08DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,53
1164,08DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,39
1165,08DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,13
1166,08DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,3
1167,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,10
1168,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,123
1169,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,85
1170,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,61
1171,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,60
1172,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,40
1173,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,5
1174,08DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,3
1175,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,14
1176,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,75
1177,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,84
1178,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,45
1179,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,38
1180,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,22
1181,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,6
1182,08DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,2
1183,08DEC2020:00:00:00,positivos,CEC,M,30-39,1
1184,08DEC2020:00:00:00,positivos,Edificio Munich,F,50-59,1
1185,08DEC2020:00:00:00,positivos,Terminal Dellepiane,M,30-39,1
1186,08DEC2020:00:00:00,positivos,Terminal Dellepiane,M,50-59,1
1187,09DEC2020:00:00:00,testeos,CEC,F,0-19,33
1188,09DEC2020:00:00:00,testeos,CEC,F,20-29,115
1189,09DEC2020:00:00:00,testeos,CEC,F,30-39,128
1190,09DEC2020:00:00:00,testeos,CEC,F,40-49,91
1191,09DEC2020:00:00:00,testeos,CEC,F,50-59,94
1192,09DEC2020:00:00:00,testeos,CEC,F,60-69,54
1193,09DEC2020:00:00:00,testeos,CEC,F,70-79,18
1194,09DEC2020:00:00:00,testeos,CEC,F,80 y más,6
1195,09DEC2020:00:00:00,testeos,CEC,M,0-19,23
1196,09DEC2020:00:00:00,testeos,CEC,M,20-29,85
1197,09DEC2020:00:00:00,testeos,CEC,M,30-39,130
1198,09DEC2020:00:00:00,testeos,CEC,M,40-49,87
1199,09DEC2020:00:00:00,testeos,CEC,M,50-59,99
1200,09DEC2020:00:00:00,testeos,CEC,M,60-69,51
1201,09DEC2020:00:00:00,testeos,CEC,M,70-79,27
1202,09DEC2020:00:00:00,testeos,CEC,M,80 y más,4
1203,09DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,22
1204,09DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,112
1205,09DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,137
1206,09DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,70
1207,09DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,81
1208,09DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,62
1209,09DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,25
1210,09DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,1
1211,09DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,24
1212,09DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,104
1213,09DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,109
1214,09DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,96
1215,09DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,86
1216,09DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,66
1217,09DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,29
1218,09DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,5
1219,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,7
1220,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,84
1221,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,81
1222,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,46
1223,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,37
1224,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,28
1225,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,5
1226,09DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,3
1227,09DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,8
1228,09DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,63
1229,09DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,65
1230,23DEC2020:00:00:00,positivos,Callao | USAM,F,0-19,1
1231,23DEC2020:00:00:00,positivos,Callao | USAM,F,20-29,1
1232,23DEC2020:00:00:00,positivos,Callao | USAM,F,50-59,2
1233,23DEC2020:00:00:00,positivos,Callao | USAM,M,0-19,2
1234,23DEC2020:00:00:00,positivos,Callao | USAM,M,20-29,2
1235,23DEC2020:00:00:00,positivos,Callao | USAM,M,30-39,3
1236,23DEC2020:00:00:00,positivos,Callao | USAM,M,40-49,2
1237,23DEC2020:00:00:00,positivos,Callao | USAM,M,60-69,1
1238,23DEC2020:00:00:00,positivos,CEC,M,20-29,2
1239,23DEC2020:00:00:00,positivos,CEC,M,30-39,1
1240,23DEC2020:00:00:00,positivos,CEC,M,50-59,1
1241,23DEC2020:00:00:00,positivos,Club San Lorenzo,F,60-69,1
1242,23DEC2020:00:00:00,positivos,Club San Lorenzo,M,40-49,1
1243,23DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,2
1244,23DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,3
1245,23DEC2020:00:00:00,positivos,Edificio Munich,M,50-59,2
1246,23DEC2020:00:00:00,positivos,Ezeiza,F,30-39,2
1247,23DEC2020:00:00:00,positivos,Ezeiza,F,40-49,1
1248,23DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
1249,23DEC2020:00:00:00,positivos,Ezeiza,M,20-29,3
1250,23DEC2020:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
1251,23DEC2020:00:00:00,positivos,Terminal Dellepiane,F,60-69,1
1252,24DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,4
1253,24DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,5
1254,24DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,7
1255,24DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,2
1256,24DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,5
1257,24DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,3
1258,24DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,2
1259,24DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,6
1260,24DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,11
1261,24DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,2
1262,24DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,6
1263,24DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,3
1264,24DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,1
1265,24DEC2020:00:00:00,testeos,CEC,F,0-19,24
1266,24DEC2020:00:00:00,testeos,CEC,F,20-29,40
1267,24DEC2020:00:00:00,testeos,CEC,F,30-39,56
1268,24DEC2020:00:00:00,testeos,CEC,F,40-49,54
1269,24DEC2020:00:00:00,testeos,CEC,F,50-59,41
1270,24DEC2020:00:00:00,testeos,CEC,F,60-69,43
1271,24DEC2020:00:00:00,testeos,CEC,F,70-79,23
1272,24DEC2020:00:00:00,testeos,CEC,F,80 y más,7
1273,24DEC2020:00:00:00,testeos,CEC,M,0-19,21
1274,24DEC2020:00:00:00,testeos,CEC,M,20-29,38
1275,24DEC2020:00:00:00,testeos,CEC,M,30-39,55
1276,24DEC2020:00:00:00,testeos,CEC,M,40-49,47
1277,24DEC2020:00:00:00,testeos,CEC,M,50-59,47
1278,24DEC2020:00:00:00,testeos,CEC,M,60-69,39
1279,24DEC2020:00:00:00,testeos,CEC,M,70-79,32
1280,24DEC2020:00:00:00,testeos,CEC,M,80 y más,4
1281,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,12
1282,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,7
1283,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,17
1284,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,18
1285,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,14
1286,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,17
1287,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,4
1288,24DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,2
1289,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,7
1290,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,6
1291,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,14
1292,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,15
1293,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,6
1294,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,18
1295,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,4
1296,24DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
1297,24DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,20
1298,24DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,24
1299,24DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,64
1300,24DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,36
1301,24DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,29
1302,24DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,21
1303,24DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,3
1304,24DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,2
1305,24DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,12
1306,24DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,52
1307,24DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,59
1308,24DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,47
1309,24DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,32
1310,24DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,15
1311,24DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,12
1312,24DEC2020:00:00:00,testeos,Ezeiza,F,0-19,30
1313,24DEC2020:00:00:00,testeos,Ezeiza,F,20-29,61
1314,24DEC2020:00:00:00,testeos,Ezeiza,F,30-39,91
1315,24DEC2020:00:00:00,testeos,Ezeiza,F,40-49,46
1316,24DEC2020:00:00:00,testeos,Ezeiza,F,50-59,42
1317,24DEC2020:00:00:00,testeos,Ezeiza,F,60-69,28
1318,24DEC2020:00:00:00,testeos,Ezeiza,F,70-79,3
1319,24DEC2020:00:00:00,testeos,Ezeiza,M,0-19,17
1320,24DEC2020:00:00:00,testeos,Ezeiza,M,20-29,74
1321,24DEC2020:00:00:00,testeos,Ezeiza,M,30-39,86
1322,24DEC2020:00:00:00,testeos,Ezeiza,M,40-49,68
1323,24DEC2020:00:00:00,testeos,Ezeiza,M,50-59,43
1324,24DEC2020:00:00:00,testeos,Ezeiza,M,60-69,23
1325,24DEC2020:00:00:00,testeos,Ezeiza,M,70-79,5
1326,24DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,1
1327,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,13
1328,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,51
1329,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,46
1330,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,30
1331,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,38
1332,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,18
1333,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,7
1334,24DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,3
1335,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,18
1336,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,50
1337,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,54
1338,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,41
1339,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,32
1340,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,15
1341,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,4
1342,24DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
1343,24DEC2020:00:00:00,positivos,Callao | USAM,M,40-49,1
1344,24DEC2020:00:00:00,positivos,CEC,F,50-59,1
1345,24DEC2020:00:00:00,positivos,CEC,M,0-19,2
1346,24DEC2020:00:00:00,positivos,Edificio Munich,F,0-19,1
1347,24DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,1
1348,24DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,2
1349,24DEC2020:00:00:00,positivos,Edificio Munich,F,40-49,1
1350,24DEC2020:00:00:00,positivos,Edificio Munich,F,60-69,2
1351,24DEC2020:00:00:00,positivos,Edificio Munich,M,20-29,3
1352,24DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,1
1353,24DEC2020:00:00:00,positivos,Ezeiza,F,20-29,1
1354,24DEC2020:00:00:00,positivos,Ezeiza,F,30-39,1
1355,24DEC2020:00:00:00,positivos,Ezeiza,M,30-39,1
1356,24DEC2020:00:00:00,positivos,Ezeiza,M,40-49,1
1357,24DEC2020:00:00:00,positivos,Terminal Dellepiane,F,50-59,1
1358,25DEC2020:00:00:00,testeos,Ezeiza,F,0-19,28
1359,25DEC2020:00:00:00,testeos,Ezeiza,F,20-29,69
1360,25DEC2020:00:00:00,testeos,Ezeiza,F,30-39,93
1361,25DEC2020:00:00:00,testeos,Ezeiza,F,40-49,45
1362,25DEC2020:00:00:00,testeos,Ezeiza,F,50-59,44
1363,25DEC2020:00:00:00,testeos,Ezeiza,F,60-69,29
1364,25DEC2020:00:00:00,testeos,Ezeiza,F,70-79,9
1365,25DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,1
1366,25DEC2020:00:00:00,testeos,Ezeiza,M,0-19,17
1367,25DEC2020:00:00:00,testeos,Ezeiza,M,20-29,50
1368,25DEC2020:00:00:00,testeos,Ezeiza,M,30-39,72
1369,25DEC2020:00:00:00,testeos,Ezeiza,M,40-49,56
1370,25DEC2020:00:00:00,testeos,Ezeiza,M,50-59,31
1371,25DEC2020:00:00:00,testeos,Ezeiza,M,60-69,20
1372,25DEC2020:00:00:00,testeos,Ezeiza,M,70-79,9
1373,25DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,2
1374,25DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,2
1375,25DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,5
1376,25DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,5
1377,25DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,3
1378,25DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,2
1379,25DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,4
1380,25DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,2
1381,25DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,8
1382,25DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,1
1383,25DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,3
1384,25DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,1
1385,25DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,2
1386,25DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
1387,25DEC2020:00:00:00,positivos,Ezeiza,M,40-49,1
1388,26DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,14
1389,26DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,34
1390,26DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,42
1391,26DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,42
1392,26DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,31
1393,26DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,32
1394,26DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,14
1395,26DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,4
1396,26DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,7
1397,26DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,26
1398,26DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,44
1399,26DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,29
1400,26DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,17
1401,26DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,24
1402,26DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,9
1403,26DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,2
1404,26DEC2020:00:00:00,testeos,CEC,F,0-19,52
1405,26DEC2020:00:00:00,testeos,CEC,F,20-29,47
1406,26DEC2020:00:00:00,testeos,CEC,F,30-39,105
1407,26DEC2020:00:00:00,testeos,CEC,F,40-49,96
1408,26DEC2020:00:00:00,testeos,CEC,F,50-59,71
1409,26DEC2020:00:00:00,testeos,CEC,F,60-69,54
1410,26DEC2020:00:00:00,testeos,CEC,F,70-79,33
1411,26DEC2020:00:00:00,testeos,CEC,F,80 y más,10
1412,26DEC2020:00:00:00,testeos,CEC,M,0-19,56
1413,26DEC2020:00:00:00,testeos,CEC,M,20-29,29
1414,26DEC2020:00:00:00,testeos,CEC,M,30-39,89
1415,26DEC2020:00:00:00,testeos,CEC,M,40-49,108
1416,26DEC2020:00:00:00,testeos,CEC,M,50-59,69
1417,26DEC2020:00:00:00,testeos,CEC,M,60-69,65
1418,26DEC2020:00:00:00,testeos,CEC,M,70-79,28
1419,26DEC2020:00:00:00,testeos,CEC,M,80 y más,6
1420,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,8
1421,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,11
1422,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,16
1423,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,18
1424,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,7
1425,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,8
1426,26DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,1
1427,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,8
1428,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,5
1429,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,11
1430,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,19
1431,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,10
1432,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,10
1433,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,2
1434,26DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
1435,26DEC2020:00:00:00,testeos,Costa Salguero,F,30-39,1
1436,26DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,35
1437,26DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,92
1438,26DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,99
1439,26DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,70
1440,26DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,52
1441,26DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,41
1442,26DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,13
1443,26DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,4
1444,26DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,32
1445,26DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,79
1446,26DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,109
1447,26DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,70
1448,26DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,60
1449,26DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,34
1450,26DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,14
1451,26DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,1
1452,26DEC2020:00:00:00,testeos,Ezeiza,F,0-19,38
1453,26DEC2020:00:00:00,testeos,Ezeiza,F,20-29,115
1454,26DEC2020:00:00:00,testeos,Ezeiza,F,30-39,165
1455,26DEC2020:00:00:00,testeos,Ezeiza,F,40-49,99
1456,26DEC2020:00:00:00,testeos,Ezeiza,F,50-59,80
1457,26DEC2020:00:00:00,testeos,Ezeiza,F,60-69,36
1458,26DEC2020:00:00:00,testeos,Ezeiza,F,70-79,15
1459,26DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,5
1460,26DEC2020:00:00:00,testeos,Ezeiza,M,0-19,24
1461,26DEC2020:00:00:00,testeos,Ezeiza,M,20-29,81
1462,26DEC2020:00:00:00,testeos,Ezeiza,M,30-39,136
1463,26DEC2020:00:00:00,testeos,Ezeiza,M,40-49,78
1464,26DEC2020:00:00:00,testeos,Ezeiza,M,50-59,68
1465,26DEC2020:00:00:00,testeos,Ezeiza,M,60-69,22
1466,26DEC2020:00:00:00,testeos,Ezeiza,M,70-79,14
1467,26DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,1
1468,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,19
1469,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,96
1470,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,74
1471,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,40
1472,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,28
1473,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,16
1474,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,10
1475,26DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,3
1476,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,20
1477,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,68
1478,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,62
1479,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,47
1480,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,14
1481,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,16
1482,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,12
1483,26DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
1484,26DEC2020:00:00:00,positivos,Callao | USAM,F,20-29,1
1485,26DEC2020:00:00:00,positivos,Callao | USAM,F,40-49,1
1486,26DEC2020:00:00:00,positivos,CEC,F,20-29,2
1487,26DEC2020:00:00:00,positivos,CEC,F,40-49,2
1488,26DEC2020:00:00:00,positivos,CEC,F,50-59,1
1489,26DEC2020:00:00:00,positivos,CEC,F,80 y más,1
1490,26DEC2020:00:00:00,positivos,CEC,M,20-29,1
1491,26DEC2020:00:00:00,positivos,CEC,M,30-39,2
1492,26DEC2020:00:00:00,positivos,CEC,M,40-49,1
1493,26DEC2020:00:00:00,positivos,CEC,M,50-59,2
1494,26DEC2020:00:00:00,positivos,CEC,M,70-79,1
1495,26DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,2
1496,26DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,2
1497,26DEC2020:00:00:00,positivos,Edificio Munich,F,40-49,1
1498,26DEC2020:00:00:00,positivos,Edificio Munich,F,60-69,2
1499,26DEC2020:00:00:00,positivos,Edificio Munich,M,0-19,1
1500,26DEC2020:00:00:00,positivos,Edificio Munich,M,20-29,7
1501,26DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,4
1502,26DEC2020:00:00:00,positivos,Edificio Munich,M,50-59,2
1503,26DEC2020:00:00:00,positivos,Ezeiza,F,0-19,2
1504,26DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
1505,26DEC2020:00:00:00,positivos,Ezeiza,M,20-29,1
1506,26DEC2020:00:00:00,positivos,Ezeiza,M,40-49,1
1507,26DEC2020:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
1508,26DEC2020:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
1509,27DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,19
1510,27DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,38
1511,27DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,44
1512,27DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,42
1513,27DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,29
1514,27DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,23
1515,27DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,11
1516,27DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,4
1517,27DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,22
1518,27DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,60
1519,27DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,53
1520,27DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,42
1521,27DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,34
1522,27DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,22
1523,27DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,13
1524,27DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,1
1525,27DEC2020:00:00:00,testeos,CEC,F,0-19,58
1526,27DEC2020:00:00:00,testeos,CEC,F,20-29,51
1527,27DEC2020:00:00:00,testeos,CEC,F,30-39,103
1528,27DEC2020:00:00:00,testeos,CEC,F,40-49,137
1529,27DEC2020:00:00:00,testeos,CEC,F,50-59,70
1530,27DEC2020:00:00:00,testeos,CEC,F,60-69,63
1531,27DEC2020:00:00:00,testeos,CEC,F,70-79,21
1532,27DEC2020:00:00:00,testeos,CEC,F,80 y más,7
1533,27DEC2020:00:00:00,testeos,CEC,M,0-19,61
1534,27DEC2020:00:00:00,testeos,CEC,M,20-29,53
1535,27DEC2020:00:00:00,testeos,CEC,M,30-39,110
1536,27DEC2020:00:00:00,testeos,CEC,M,40-49,124
1537,27DEC2020:00:00:00,testeos,CEC,M,50-59,83
1538,27DEC2020:00:00:00,testeos,CEC,M,60-69,54
1539,27DEC2020:00:00:00,testeos,CEC,M,70-79,36
1540,27DEC2020:00:00:00,testeos,CEC,M,80 y más,3
1541,27DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,10
1542,27DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,8
1543,27DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,18
1544,27DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,16
